tconst	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	tags
tt0455944	0	2014	132	Action,Crime,Thriller	7.3	nm0298807	nm0921013,nm0805994,nm2030456	
tt0455960	0	2007	84	Crime,Thriller	5.6	nm0583515	nm0714599,nm0908411,nm0077171	
tt0455967	0	2006	89	Comedy,Romance	5.7	nm0858525	nm0523094	
tt0456396	0	2005	95	Crime,Drama,Romance	7.4	nm0201094,nm0201095	nm0201094,nm0201095	
tt0456470	0	2005	90	Drama,Romance	7.1	nm1104118	nm1104118	
tt0456554	0	2006	94	Comedy	6.9	nm0329650	nm0921516,nm0184445,nm0841910	
tt0456912	0	2005	119	Action,Crime,Drama	7.5	nm0453518	nm0453518,nm9461976	
tt0457275	0	2006	88	Horror,Sci-Fi,Thriller	5.6	nm0844896	nm1912178,nm0844896	
tt0457400	0	2009	102	Action,Adventure,Comedy	5.3	nm0797869	nm0376260,nm0574005,nm0471898,nm0471897	
tt0457430	0	2006	118	Drama,Fantasy,War	8.2	nm0868219	nm0868219	atmospheric, bittersweet, visually appealing
tt0457510	0	2006	92	Comedy,Family,Sport	5.9	nm0381478	nm0381478,nm1415801,nm0925234	
tt0457513	0	2006	96	Comedy,Crime,Fantasy	6.6	nm0000095	nm0000095	
tt0457572	0	2006	93	Comedy,Drama,Horror	6.7	nm0192933	nm0158989,nm0192933,nm0372773	zombies
tt0457655	0	2006	120	Drama	7.7	nm0081540	nm0081540,nm0421314	
tt0457939	0	2006	136	Comedy,Romance	7.0	nm0583600	nm0583600	
tt0458242	0	2006	78	Crime,Drama	6.8	nm0442454	nm0442454	
tt0458339	0	2011	124	Action,Adventure,Sci-Fi	6.9	nm0002653	nm1321655,nm1321656,nm0800209,nm0456158	
tt0458352	0	2006	109	Comedy,Drama	6.9	nm0291205	nm0112459,nm1916979	
tt0458364	0	2006	89	Comedy,Romance	5.4	nm0673400	nm1115862,nm1911349	
tt0458481	0	2014	102	Action,Crime,Thriller	6.5	nm0588340,nm0001675	nm0588340	
tt0458525	0	2009	107	Action,Sci-Fi	6.5	nm0004303	nm1125275,nm0940790	comic book, bad plot, hugh jackman, ryan reynolds, too many characters
tt0459748	0	2011	112	Comedy,Drama,Sci-Fi	6.7	nm0320192	nm2008440,nm0320192,nm1922888	
tt0460740	0	2006	102	Comedy,Drama,Romance	7.1	nm1193346	nm1193346	
tt0460745	0	2007	87	Comedy,Drama,Romance	6.6	nm0796864	nm0850044	
tt0460780	0	2007	127	Action,Adventure,Fantasy	3.8	nm0093051	nm0852298,nm2451367,nm1356655,nm1642927	
tt0460791	0	2006	117	Adventure,Drama,Fantasy	7.8	nm0802248	nm0319659,nm0815864,nm0802248,nm0678199	
tt0460792	0	2006	116	Comedy,Drama	6.3	nm0000500	nm1906802,nm0000500	
tt0460810	0	2008	90	Adventure,Comedy,Drama	6.4	nm0003152	nm0003152	
tt0460829	0	2006	180	Drama,Fantasy,Mystery	6.8	nm0000186	nm0000186	
tt0460989	0	2006	127	Drama,War	7.5	nm0516360	nm0491956	
tt0461770	0	2007	107	Adventure,Animation,Comedy	7.1	nm0510674	nm0446210	
tt0462200	0	2006	116	Drama,Music	6.9	nm0108132	nm0108132	
tt0462244	0	2007	93	Comedy,Family	3.2	nm0000625	nm0734900,nm0826425,nm0918955,nm0169505,nm0812513	
tt0462246	0	2006	93	Documentary,Fantasy	6.7	nm2043386,nm0624157	nm2043386,nm0624157	
tt0462322	0	2007	191	Horror,Thriller	7.5	nm0001675,nm0744834,nm0000233,nm0942367,nm0957772	nm0001675,nm0957772,nm0942367,nm1249684,nm0744834,nm0000233,nm1080440,nm2639032,nm3111082	
tt0462335	0	2015	119	Drama,Sci-Fi	5.5	nm1296554	nm4207229,nm0050618	
tt0462338	0	2006	116	Biography,Comedy,Drama	6.7	nm0002120	nm0923980,nm0410247	
tt0462396	0	2007	101	Action,Adventure,History	5.4	nm0498991	nm0125336,nm0125358,nm0137363,nm0705474,nm0542066	
tt0462465	0	2008	115	Action,Adventure,Sci-Fi	6.2	nm0564586	nm0085736,nm0564586	
tt0462499	0	2008	92	Action,Thriller	7.0	nm0000230	nm0599393,nm0000230,nm0606251	
tt0462504	0	2006	125	Adventure,Biography,War	7.3	nm0001348	nm0001348	
tt0462519	0	2006	100	Comedy	5.9	nm0680846	nm0680846,nm0035905,nm0156320,nm0610480,nm0693355	
tt0462538	0	2007	87	Adventure,Animation,Comedy	7.3	nm0798899	nm0000985,nm0004981,nm0419830,nm0561631,nm0583127,nm0592400,nm0718514,nm0780288,nm0783468,nm0841990,nm0900140	
tt0462590	0	2006	104	Crime,Drama,Music	6.5	nm0281945	nm0012137,nm0742279	
tt0463027	0	2007	104	Drama,Thriller	4.7	nm1181799	nm1938964,nm1181799	
tt0463034	0	2006	110	Comedy,Romance	5.6	nm0751577,nm0751648	nm1942829	
tt0463854	0	2007	100	Horror,Sci-Fi	6.9	nm0294379	nm0423626,nm0294379,nm0492038,nm0647449	
tt0463872	0	2008	116	Adventure,Comedy,Family	5.2	nm0004689,nm0486627	nm0331453,nm0879853,nm0486627,nm0206797,nm0153265,nm0536251	
tt0463985	0	2006	104	Action,Crime,Thriller	6.1	nm0510912	nm0604555	
tt0463998	0	2007	123	Biography,Crime,Drama	7.6	nm0481418	nm0481418,nm2090206,nm1952250	
tt0464049	0	2006	109	Comedy,Drama,Romance	6.8	nm0405336	nm0003141	
tt0464141	0	2007	105	Drama,Horror,Mystery	7.4	nm1291105	nm1037221	
tt0464154	0	2010	88	Comedy,Horror	5.5	nm0014960	nm1539257,nm0831457	
tt0464196	0	2006	96	Comedy,Horror	6.4	nm1247462	nm1231249,nm1247462	
tt0465142	0	2006	107	Comedy,Music	5.5	nm0919369	nm0919369	
tt0465188	0	2006	118	Drama,History,Romance	6.8	nm0187740	nm0187740	
tt0465203	0	2006	77	Horror,Thriller	6.3	nm1219963,nm0658837	nm1219963,nm0658837	
tt0465234	0	2007	124	Action,Adventure,Mystery	6.5	nm0005509	nm0926729,nm0926727,nm0201304,nm0254645,nm0744429,nm0467942,nm0043233,nm1469874	
tt0465430	0	2008	92	Comedy,Crime,Horror	6.1	nm1440314	nm1440314	
tt0465436	0	2007	105	Drama,Romance	6.5	nm0362738	nm0455785,nm1440692,nm0742270	
tt0465494	0	2007	94	Action,Crime,Thriller	6.2	nm1164755	nm0940790	
tt0465502	0	2008	87	Animation,Comedy,Family	5.9	nm1902232	nm0571344,nm1902232,nm0388971,nm2355206	
tt0465538	0	2007	119	Crime,Drama,Mystery	7.2	nm0006904	nm0006904	
tt0465551	0	2006	92	Crime,Drama,Romance	7.4	nm0264236	nm0544999,nm0375398	
tt0465580	0	2009	111	Action,Sci-Fi,Thriller	6.1	nm0006476	nm0100027	
tt0465602	0	2007	86	Action,Comedy,Thriller	6.6	nm0205157	nm0205157	
tt0465624	0	2006	96	Comedy,Romance,Sci-Fi	5.2	nm0718645	nm0668309	
tt0466342	0	2006	83	Comedy,Romance	2.8	nm0783536,nm0294997	nm0294997,nm0783536	
tt0466893	0	2011	150	Drama,Mystery	6.5	nm0518836	nm0518836	
tt0466909	0	2006	110	Drama,Fantasy,Horror	5.5	nm0601382	nm0783544	
tt0467197	0	2008	100	Action,Crime,Drama	5.3	nm0601382	nm2830774,nm1053843	
tt0467200	0	2008	115	Biography,Drama,History	6.7	nm0149491	nm0604948,nm0339925	
tt0467406	0	2007	96	Comedy,Drama	7.4	nm0718646	nm1959505	michael cera, notable soundtrack, pregnancy, teenage pregnancy, witty
tt0468094	0	2006	95	Drama,War	7.4	nm1475971,nm0935863		
tt0468489	0	2006	106	Drama	7.1	nm0281396	nm0281396,nm1349818	
tt0468492	0	2006	120	Drama,Horror,Sci-Fi	7.1	nm0094435	nm0094435,nm1506112,nm2277597	
tt0468565	0	2005	94	Crime,Drama	7.2	nm0004303	nm0004303,nm0297538	
tt0468569	0	2008	152	Action,Crime,Drama	9.0	nm0634240	nm0634300,nm0634240,nm0275286,nm0004170	psychology, superhero, dark, gritty
tt0469021	0	2013	90	Action,Comedy,Crime	6.9	nm0523276	nm1668151,nm1668152,nm0176869,nm0406334,nm0063165,nm0544999	
tt0469184	0	2007	106	Comedy,Drama,Romance	6.6	nm0465462,nm1975630	nm1975630	
tt0469263	0	2006	104	Adventure,Drama,Sci-Fi	6.3	nm0689187	nm0689185,nm0689187	
tt0469494	0	2007	158	Drama	8.2	nm0000759	nm0000759,nm0801737	atmospheric, cerebral, character study, gritty, intense, long shots, morality, visually appealing
tt0469641	0	2006	129	Drama,History,Thriller	6.0	nm0000231	nm0075696,nm2225418,nm2228493,nm2223804,nm2226834	
tt0469754	0	2006	99	Comedy	6.6	nm0001885	nm0001885	
tt0469903	0	2008	130	Biography,Drama,Sport	7.2	nm0001219	nm0495378,nm1974392	
tt0470055	0	2006	94	Adventure,Drama,Horror	5.2	nm0394841	nm0471044,nm2095095,nm1180614,nm0817620,nm0840626	
tt0470705	0	2006	102	Drama,Horror,Thriller	6.1	nm0001243	nm0504832	based on a play, conspiracy theory, creepy, insanity, paranoia, ptsd
tt0470752	0	2014	108	Drama,Sci-Fi,Thriller	7.7	nm0307497	nm0307497	
tt0470765	0	2006	86	Comedy	6.3	nm0001302	nm0001302,nm0506405	
tt0471041	0	2009	95	Action,Thriller	6.0	nm1470993	nm0949558,nm1491927,nm1475013	
tt0471042	0	2011	104	Action,Comedy,Crime	6.2	nm0711840	nm0177836,nm0171651,nm0341372,nm0622288,nm0499054,nm9195200	
tt0472033	0	2009	79	Action,Adventure,Animation	7.0	nm0009942	nm0972040,nm0009942,nm0994310	
tt0472043	0	2006	139	Action,Adventure,Drama	7.8	nm0000154	nm0000154,nm1731154	
tt0472050	0	2008	80	Comedy,Drama,Romance	5.7	nm0373033	nm0373033	
tt0472062	0	2007	102	Biography,Comedy,Drama	7.0	nm0001566	nm0815070,nm1985741	
tt0472160	0	2006	104	Comedy,Fantasy,Romance	6.7	nm0657372	nm0147092	
tt0472181	0	2011	103	Adventure,Animation,Comedy	5.4	nm0331532	nm0826425,nm0918955,nm0771065,nm0740115,nm0678963	
tt0472198	0	2009	122	Biography,Crime,Drama	6.7	nm0863387	nm0090066,nm1854539	
tt0472205	0	2007	91	Comedy,Romance	6.2	nm0815418	nm0815418	
tt0472399	0	2011	93	Action,Crime,Thriller	6.5	nm0922346	nm0921013,nm0137573	
tt0472562	0	2007	112	Drama,History,War	7.6	nm0135612,nm0006854	nm0711083,nm0233035,nm1714819	
tt0473075	0	2010	116	Action,Adventure,Fantasy	6.5	nm0001565	nm0945026,nm1215164,nm0076166,nm0575338	
tt0473107	0	2005	98	Documentary	6.8	nm0339254		
tt0473308	0	2007	108	Comedy,Drama,Romance	7.0	nm0791248	nm0791248	
tt0473444	0	2006	114	Action,Drama,Romance	7.0	nm0955443	nm7224267,nm0134884,nm5605482,nm0955443	
tt0473705	0	2009	127	Crime,Drama,Mystery	7.1	nm0531817	nm1996352,nm0006904,nm0712753,nm0008036	
tt0473709	0	2006	88	Comedy,Drama	6.5	nm0440458	nm0440458	
tt0473753	0	2005	91	Comedy,Drama,Fantasy	7.0	nm0000108	nm0000108	
tt0475169	0	2005	93	Crime,Drama,Thriller	7.3	nm1201875	nm1201875	
tt0475276	0	2006	111	Action,Drama,History	7.6	nm0339030	nm0339030	
tt0475290	0	2016	106	Comedy,Drama,Mystery	6.3	nm0001053,nm0001054	nm0001054,nm0001053	
tt0475298	0	2006	84	Comedy,Horror	4.1	nm0864468	nm0570462,nm0838374,nm1194758,nm0462146	
tt0475355	0	2007	104	Drama,Sport	6.3	nm1549343	nm2457070,nm2042271,nm0328987,nm0888491	
tt0475394	0	2006	108	Action,Comedy,Crime	6.6	nm0138620	nm0138620	
tt0475783	0	2005	133	Comedy,Drama,War	7.6	nm2019556	nm0151733,nm0453539,nm2019556	
tt0475937	0	2006	99	Horror,Mystery,Thriller	5.5	nm0148511	nm0403963,nm0148511,nm0822582	
tt0475944	0	2006	97	Adventure,Fantasy,Horror	5.2	nm0001317	nm0136592	
tt0476735	0	2005	112	Drama,Family	8.2	nm1463981	nm1463981	
tt0476964	0	2007	122	Crime,Drama,Thriller	6.7	nm0001403	nm0266023,nm0852073,nm0607725	
tt0476991	0	2008	95	Adventure,Comedy,Fantasy	6.8	nm1076716	nm1450397,nm1076716,nm0000636	
tt0477051	0	2007	102	Comedy,Romance	4.2	nm0005367	nm0000552,nm0614151,nm0771065,nm0740115	
tt0477071	0	2007	96	Drama,Fantasy,Mystery	5.9	nm0946327	nm0446210	
tt0477078	0	2007	101	Comedy,Drama	6.5	nm0998825	nm0998825	
tt0477080	0	2010	98	Action,Thriller	6.8	nm0001716	nm0093560	
tt0477095	0	2006	92	Comedy,Drama,Romance	6.7	nm0891114	nm0390141	
tt0477139	0	2006	88	Comedy,Drama,Fantasy	7.2	nm1058247	nm1058247,nm0449316	
tt0477302	0	2011	129	Adventure,Drama,Mystery	6.9	nm0197636	nm0744839,nm1583636	
tt0477347	0	2006	108	Adventure,Comedy,Family	6.5	nm0506613	nm0304830,nm0502073,nm2025683	ben stiller, robin williams
tt0477348	0	2007	122	Crime,Drama,Thriller	8.2	nm0001053,nm0001054	nm0001054,nm0001053,nm0565092	
tt0478049	0	2006	99	Biography,Documentary,Music	7.3	nm0494938,nm0770643	nm0494938,nm0770643	
tt0478087	0	2008	123	Crime,Drama,Thriller	6.8	nm0525659	nm0826041,nm1615610,nm0583826	
tt0478134	0	2007	121	Crime,Drama,Mystery	7.2	nm0353673	nm0353673,nm1676793	
tt0478209	0	2005	96	Documentary,Music	8.0	nm0242757,nm1083864,nm1737383	nm0242757,nm1083864,nm1737383	
tt0478304	0	2011	139	Drama,Fantasy	6.8	nm0000517	nm0000517	
tt0478311	0	2007	129	Comedy,Romance	6.9	nm0031976	nm0031976	
tt0478566	0	2006	103	Comedy	6.8	nm0619923,nm0865918	nm0619923,nm0865918	
tt0478724	0	2006	90	Comedy,Romance	6.7	nm0489309	nm0149260,nm2382268,nm1016687,nm0897065,nm1552771	
tt0478970	0	2015	117	Action,Comedy,Sci-Fi	7.2	nm0715636	nm0942367,nm0180428,nm0570912,nm0748620,nm0498278,nm1293367,nm0456158	
tt0479143	0	2006	102	Drama,Sport	7.1	nm0000230	nm0000230	
tt0479162	0	2006	81	Comedy,Drama,Sci-Fi	6.8	nm1265927,nm0664920	nm1265927,nm0664920	
tt0479468	0	2008	120	Biography,Documentary,Music	7.6	nm0316795	nm0316795,nm0860219	
tt0479500	0	2007	99	Comedy,Crime,Family	5.9	nm0281598	nm0281598,nm0667330,nm0444696	
tt0479528	0	2007	99	Action,Drama,Horror	6.2	nm0572562	nm0572562	
tt0479884	0	2006	88	Action,Crime,Thriller	6.9	nm0004410,nm0962729	nm0004410,nm0962729	
tt0479952	0	2008	89	Adventure,Animation,Comedy	6.6	nm0201509,nm0569891	nm1000113,nm0201509,nm0569891	
tt0479997	0	2011	95	Action,Adventure,Fantasy	5.4	nm0784061	nm0776885	
tt0480025	0	2006	101	Crime,Drama	7.7	nm0276349	nm0276349	
tt0480239	0	2011	97	Drama,Mystery,Sci-Fi	5.6	nm0424035	nm0642837,nm2244438,nm0709446	
tt0480242	0	2007	98	Comedy,Drama,Romance	6.8	nm0373282	nm0307070,nm0373282	
tt0480249	0	2007	101	Drama,Horror,Sci-Fi	7.2	nm1349376	nm0698873,nm0326040,nm0558577,nm0181019,nm0181020	alone in the world, apocalypse, based on a book, last man on earth, plot holes, post apocalyptic, post-apocalyptic, religion, vampire
tt0480255	0	2010	97	Action,Adventure,Comedy	6.2	nm1234893	nm0000916,nm0888743,nm2038618,nm3853840	
tt0480269	0	2007	84	Drama	6.8	nm0000114	nm2513802,nm0324660,nm1350622,nm0853873,nm0000114	
tt0480669	0	2007	92	Horror,Mystery,Sci-Fi	7.1	nm1443023	nm1443023	
tt0480687	0	2011	105	Comedy,Romance	5.9	nm0125803,nm0268380	nm0971919,nm0268380,nm0055937,nm0125803	
tt0481141	0	2007	104	Comedy,Drama,Romance	6.3	nm0382956	nm0297182,nm0626686	
tt0481369	0	2007	98	Crime,Mystery,Thriller	6.4	nm0001708	nm2043734	
tt0481499	0	2013	98	Adventure,Animation,Comedy	7.1	nm0210320,nm0761498	nm0210320,nm0761498,nm0000092	animation, funny, stone age
tt0481536	0	2008	114	Adventure,Comedy	6.5	nm1375358,nm1376383	nm1375358,nm1376383	
tt0481797	0	2007	124	Drama,Fantasy,Mystery	6.1	nm0000338	nm0253431,nm0000338	
tt0482088	0	2006	106	Comedy,Romance	7.0	nm0759270	nm0759270,nm0333818	
tt0482463	0	2006	91	Drama,Romance	7.1	nm1920049	nm1920049,nm1745349,nm2053925	
tt0482527	0	2006	95	Comedy,Fantasy,Romance	6.2	nm0403541	nm0213017,nm2050680	
tt0482546	0	2006	88	Biography,Drama,Romance	7.0	nm0003088	nm0540759	
tt0482571	0	2006	130	Drama,Mystery,Sci-Fi	8.5	nm0634240	nm0634300,nm0634240,nm1793993	ummarti2006, atmospheric, enigmatic
tt0482572	0	2008	130	Crime,Drama,Thriller	6.6	nm0640334	nm0138620,nm0640334,nm0640345,nm2455787	
tt0482606	0	2008	86	Horror,Mystery,Thriller	6.1	nm1052162	nm1052162	
tt0483607	0	2008	105	Action,Sci-Fi,Thriller	5.9	nm0551076	nm0551076	
tt0483726	0	2006	115	Comedy,Drama,Romance	6.2	nm0001469	nm0001469	
tt0484562	0	2007	99	Adventure,Drama,Family	4.8	nm0192289	nm0388076,nm0178402	
tt0485323	0	2005	105	Action,Adventure,Animation	7.3	nm1159782	nm2086079,nm0014556,nm1899385	
tt0485601	0	2009	75	Adventure,Animation,Family	7.5	nm1119079,nm1316072	nm1119079,nm0957105	
tt0485851	0	2007	95	Crime,Drama,Thriller	6.7	nm0497528	nm0497528,nm0220521	
tt0485947	0	2009	141	Drama,Fantasy,Romance	7.7	nm0233757	nm0233757	
tt0485976	0	2006	136	Action,Adventure,Comedy	6.6	nm0150802	nm0000329,nm0150802,nm0950701	
tt0485985	0	2012	125	Action,Drama,History	5.9	nm0376006	nm0725983,nm1412298,nm4858733	
tt0486358	0	2006	87	Documentary	7.4	nm1823216,nm1823227		
tt0486551	0	2006	110	Comedy	6.2	nm0151540	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479	
tt0486576	0	2007	92	Action,Adventure,Fantasy	5.6	nm1103162	nm0668309,nm0004111,nm0877273,nm0498278,nm0456158	bad acting, bad jokes, bad plot, chris evans, jessica alba, marvel, sexy female scientist
tt0486578	0	2008	96	Comedy,Crime,Drama	4.6	nm0847859	nm0847859	
tt0486585	0	2005	93	Documentary	7.0	nm1317689		
tt0486655	0	2007	127	Adventure,Fantasy,Romance	7.6	nm0891216	nm0963359,nm0891216,nm0301274,nm2679195	
tt0486822	0	2007	105	Crime,Drama,Mystery	6.8	nm0142286	nm0484907,nm0255296	
tt0486946	0	2007	100	Action,Adventure,Comedy	5.9	nm0065608	nm0178589	
tt0488120	0	2007	113	Crime,Drama,Thriller	7.2	nm0387706	nm0002417,nm1020896	anthony hopkins, courtroom drama, twist ending
tt0489037	0	2006	92	Documentary	7.6	nm2071216	nm2071216	
tt0489049	0	2009	90	Adventure,Comedy,Crime	6.5	nm1381100	nm2094392,nm1104057,nm2144288	
tt0489099	0	2008	88	Action,Adventure,Sci-Fi	6.1	nm0510731	nm0275286,nm0880243,nm1334526,nm2092479	
tt0489235	0	2007	84	Comedy,Fantasy,Horror	6.1	nm0132257	nm0894156	
tt0489237	0	2007	105	Comedy,Drama,Romance	6.2	nm0075849,nm0700301	nm2096064,nm2096624,nm0075849,nm0700301	
tt0489270	0	2006	108	Horror,Mystery,Thriller	6.2	nm1135423	nm1191481,nm1490123	
tt0489281	0	2008	112	Drama,War	6.4	nm0005303	nm1649645,nm0005303	
tt0489282	0	2008	87	Adventure,Comedy	5.2	nm0937748	nm0310087,nm0937748	
tt0489327	0	2006	95	Comedy,Drama,Romance	7.1	nm0585011	nm0475659	
tt0489458	0	2006	112	Comedy,Drama	7.3	nm1104944	nm0032645,nm1104944,nm1961482	
tt0490076	0	2006	90	Horror,Mystery,Thriller	5.5	nm1349522	nm2106079	
tt0490084	0	2007	102	Comedy,Romance	5.6	nm0499724	nm0394212,nm0625458	
tt0490086	0	2007	105	Action,Comedy	6.2	nm0001705	nm0509288	
tt0490181	0	2008	111	Action,Adventure,Mystery	5.2	nm0403038	nm0252155	
tt0490204	0	2007	124	Drama	7.4	nm0082802	nm0082802	
tt0490215	0	2016	161	Drama,History	7.2	nm0000217	nm0168379,nm0000217,nm0256870	contemplative, philosophical, thought-provoking, tragic
tt0490579	0	2007	95	Comedy,Drama,Romance	6.6	nm0857620	nm2743733	
tt0491152	0	2011	112	Comedy,Drama,Romance	5.8	nm0339004	nm1646565,nm2808946	
tt0491162	0	2007	90	Drama,Thriller	6.3	nm1697112,nm0601376	nm2098405,nm0601376	
tt0491747	0	2006	110	Drama	7.5	nm0001631	nm0001631,nm0613084	
tt0492044	0	2009	92	Drama,Horror,Mystery	5.8	nm1433996	nm0800048,nm0582481	
tt0492486	0	2007	84	Comedy,Horror,Mystery	4.6	nm0106456	nm1263390	
tt0492499	0	2006	122	Biography,Documentary	7.9	nm0544055,nm0804887	nm0544055,nm0804887	
tt0492506	0	2006	94	Documentary	7.4	nm0187091	nm0187091,nm0641710	
tt0492784	0	2005	108	Drama,Horror,Mystery	6.9	nm0814469	nm0814469	
tt0492931	0	2007	95	Documentary	7.2	nm2126446,nm2105775	nm2126446,nm2105775,nm0000138	
tt0492956	0	2007	110	Comedy,Family,Sport	6.4	nm0275698	nm2106978,nm0696986,nm0920108	
tt0493405	0	2017	100	Action,Comedy,Crime	6.0	nm1009277	nm0743121,nm1009277	
tt0493430	0	2006	92	Action,Comedy,Documentary	7.0	nm0871860	nm0871860,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0257424,nm0569199,nm1274310,nm1029269,nm3245936,nm0225164,nm0696093,nm2268192,nm0498982,nm0743501,nm1435812,nm0519671,nm0734773,nm1079524,nm0005069,nm2483967,nm2525534	
tt0493459	0	2006	98	Documentary	7.4	nm0225269	nm0225269,nm0772907,nm1121472	
tt0493464	0	2008	110	Action,Crime,Thriller	6.7	nm0067457	nm0104973,nm0351929,nm0604555,nm2092839,nm1631852	
tt0493949	0	2010	103	Comedy,Drama,Family	6.5	nm0020491	nm0185934,nm0701143,nm0165823	
tt0494238	0	2008	106	Adventure,Family,Fantasy	6.1	nm0812200	nm1865755,nm1751315	
tt0494277	0	2008	100	Comedy,Drama,Romance	6.2	nm1229221	nm1192866	
tt0495034	0	2006	150	Action,Comedy,Drama	7.5	nm1460159	nm0903423	
tt0496328	0	2007	87	Comedy,Drama,Romance	5.4	nm0044803	nm0044803,nm2064480,nm1394908,nm0818304	
tt0496806	0	2007	122	Crime,Thriller	6.9	nm0001752	nm0002718,nm0505522,nm0425138,nm0751207	
tt0497116	0	2006	96	Documentary	7.4	nm0346550	nm0330722	
tt0497137	0	2006	107	Comedy,Drama,Romance	6.9	nm0661791	nm0661791,nm1941029	
tt0497465	0	2008	96	Comedy,Drama,Romance	7.1	nm0000095	nm0000095	threesome
tt0498353	0	2007	94	Horror	5.5	nm0744834	nm0744834	
tt0498380	0	2006	141	Action,Adventure,Drama	7.8	nm0000142	nm2111875,nm0353673,nm2362326,nm2359677	
tt0498399	0	2007	117	Crime,Drama,Thriller	6.8	nm0336695	nm0336695	
tt0499448	0	2008	150	Action,Adventure,Family	6.5	nm0011470	nm0011470,nm1321655,nm1321656,nm0507000	fantasy, lion, narnia, tilda swinton
tt0499549	0	2009	162	Action,Adventure,Fantasy	7.9	nm0000116	nm0000116	bad science, futuristic, graphic design, james cameron, military, poor dialogue, sci-fi, superficial plot, unoriginal, white guilt, beautiful scenery, music, politics, romance, thought-provoking, too long, visually stunning
tt0499554	0	2007	84	Comedy,Crime	5.9	nm0304830	nm0304830,nm0502073,nm0448486	
tt0499603	0	2006	82	Comedy,Drama	6.5	nm0797869	nm0797869	
tt0756683	0	2007	87	Drama,Fantasy,Mystery	7.8	nm0770942	nm0003198	
tt0757361	0	2007	91	Comedy,Drama	6.0	nm0000876	nm0000876	
tt0758730	0	2007	94	Action,Horror,Sci-Fi	4.6	nm0833779,nm0833780	nm0004307,nm0639321,nm0795953,nm0859029,nm0859049	
tt0758746	0	2009	97	Horror,Mystery,Thriller	5.5	nm1197971	nm0566699,nm1226735,nm1226737,nm1187126	
tt0758752	0	2010	112	Comedy,Drama,Romance	6.7	nm0001880	nm1017488,nm0001880,nm0380980,nm2168221	
tt0758758	0	2007	148	Adventure,Biography,Drama	8.1	nm0000576	nm0000576,nm1040556	
tt0758766	0	2007	104	Comedy,Music,Romance	6.5	nm0492909	nm0492909	
tt0758774	0	2008	128	Action,Drama,Thriller	7.0	nm0000631	nm1184258,nm2015758	
tt0758786	0	2007	85	Comedy,Crime,Drama	6.5	nm0002340	nm0835455,nm0002340	
tt0758794	0	2006	131	Drama,Sport	7.1	nm0629334	nm1956691,nm2124061	
tt0758798	0	2007	90	Comedy,Crime,Drama	6.2	nm0610496	nm0921043,nm1072798,nm0176256,nm1888468	
tt0760329	0	2007	112	Adventure,Family,Fantasy	6.4	nm0751221	nm0414608,nm0455404	
tt0762073	0	2009	134	Drama,Fantasy,Horror	7.1	nm0661791	nm0957652,nm0661791,nm1941029	
tt0762107	0	2007	115	Comedy,Romance	5.9	nm0240797	nm0266673,nm0668247,nm0852591,nm0303056	
tt0762111	0	2006	86	Documentary,History	7.8	nm0625747	nm0809207,nm0908074	
tt0762114	0	2007	91	Comedy,Romance	5.3	nm0477129	nm2184890,nm0711422,nm0224084,nm1762694	
tt0762117	0	2006	90	Documentary	7.2	nm1749001	nm1749001	
tt0762121	0	2006	101	Adventure,Drama,Family	6.8	nm0362566	nm0723692	
tt0762125	0	2009	91	Adventure,Animation,Comedy	6.0	nm3360961,nm3371961,nm3483756	nm0830294,nm3371961,nm3360961,nm3483756,nm2171590	
tt0762138	0	2013	90	Comedy,Drama,Romance	5.5	nm1736575	nm1736575,nm2179274	
tt0763831	0	2012	91	Comedy,Drama,Fantasy	5.9	nm0005367	nm0466175	interesting scenario
tt0765010	0	2009	105	Drama,Thriller,War	7.1	nm0006487	nm1125275,nm0081540,nm0421314	
tt0765120	0	2007	95	Drama,Romance	6.6	nm0939182	nm0939182,nm0088747	
tt0765128	0	2008	84	Documentary	7.7	nm0674742,nm0167384	nm0674742,nm0167384,nm1144320,nm3201326,nm3199740,nm3200544,nm0156295,nm0441301	
tt0765429	0	2007	157	Biography,Crime,Drama	7.8	nm0000631	nm0001873,nm0414893	corruption, denzel washington, mafia, organized crime
tt0765432	0	2008	150	Action,Biography,Crime	7.3	nm0248942	nm0251536,nm0248942,nm0042266	
tt0765443	0	2007	100	Crime,Drama,Thriller	7.6	nm0000343	nm1140275	
tt0765446	0	2012	89	Adventure,Animation,Comedy	5.8	nm2117510	nm1779809,nm2117510,nm0000410,nm0419486,nm0563243,nm0498555,nm0249897	
tt0765476	0	2008	90	Adventure,Comedy,Family	5.1	nm0005367	nm0338576,nm0179132	enjoyable
tt0768212	0	2007	90	Action,Adventure,Drama	6.2	nm0790144	nm0748022,nm0256497,nm0366337,nm2452967,nm0476565,nm0600987	
tt0770703	0	2011	106	Comedy,Romance	6.0	nm0617042	nm1271341,nm1000302,nm0188243	
tt0770752	0	2008	112	Action,Adventure,Comedy	5.7	nm0855035	nm0163177,nm0954664,nm0855035	
tt0770772	0	2007	90	Comedy,Drama,Romance	5.5	nm0001674	nm0001674,nm0127373,nm0006445	
tt0770802	0	2011	102	Documentary,Music	8.4	nm0294825	nm0294825,nm0536056	
